SMILE	ID	Function
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)C=CC3=C4CCC(=O)C=C4CC[C@@]23[H]	NCGC00167457-01	1
COC1=NC=C(F)C2=NC(=NN12)S(=O)(=O)NC3=C(F)C=CC=C3F	NCGC00255762-01	0
O=C(C1=CC=CC=C1)C2=CC=CC=C2	NCGC00259974-01	0
OC(=O)C1(CC1)C(=O)NC2=CC=C(Cl)C=C2Cl	NCGC00254977-01	0
C\C=C\CC=C	NCGC00258707-01	0
CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(F)=C(C=C2)N3CCOCC3	NCGC00164628-01	0
CCCCCC=CCC(=O)OC	NCGC00256857-01	0
CC(C)[C@@]12CC[C@@](C)(O1)[C@H](C2)OCC3=C(C)C=CC=C3	NCGC00255026-01	0
CCC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1	NCGC00160667-01	0
OC(=O)C1=C(Cl)C(=CC(Cl)=C1)[N+]([O-])=O	NCGC00254679-01	0
O=S1(=O)CC=CC1	NCGC00259082-01	0
N(NC1=CC=CC=C1)C2=CC=CC=C2	NCGC00259872-01	0
CN1C=C(C2=CC=CC=C2)C(=O)C(=C1)C3=CC(=CC=C3)C(F)(F)F	NCGC00254102-01	0
CCC(C)(CCC(C)C)C(O)=O	NCGC00255162-01	0
NC(CO)(CO)CO	NCGC00159412-02	0
CCCCCCCCCCC(O)=O	NCGC00258584-01	0
OC(=O)C(CC1=CC(=O)NC2=CC=CC=C12)NC(=O)C3=CC=C(Cl)C=C3	NCGC00095161-01	0
CC1=C(O)C(C=O)=C(CO)C=N1	NCGC00142580-03	0
OC(=O)C1=CC=CC=C1C(O)=O	NCGC00258469-01	0
ClCCNP1(=O)OCCCN1CCCl	NCGC00259364-01	0
CC1CCC2(O1)C(C)=CCCC2(C)C	NCGC00256059-01	0
NC1=CC2=C(C=C1)C=C(C=C2)S(O)(=O)=O	NCGC00256114-01	0
OC1=CC(O)=C(O)C2=C1C(=O)C3=C(C=CC=C3)C2=O	NCGC00255399-01	0
CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(OC(C)=O)C=C2)C3=NC=CC=C3	NCGC00016522-05	0
COC1=C(N)C=C(C=C1)[N+]([O-])=O	NCGC00259185-01	0
CC(=O)CCC(O)=O	NCGC00256314-01	0
ClC(=O)C1=C(Cl)C(Cl)=C(C(Cl)=O)C(Cl)=C1Cl	NCGC00259000-01	0
[H][C@@]12[C@H](O)[C@H](OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]1(C)[C@@H](O)CCC2(C)C)C=C	NCGC00024996-02	0
COC1=CC=CC=C1N2CCN(CCCC(=O)C3=CC=C(F)C=C3)CC2	NCGC00077304-01	0
CCC1=CC=C(Br)C=C1	NCGC00257585-01	0
[O-][N+](=O)C1=CC=C2C(=O)NNC(=O)C2=C1	NCGC00257575-01	0
N[C@@H](COC(=O)C=[N+]=[N-])C(O)=O	NCGC00256571-01	1
CN1CCN(CC1)C2=NC3=CC(Cl)=CC=C3NC4=C2C=CC=C4	NCGC00015254-12	0
N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)[C@@]34CC5CC(CC(O)(C5)C3)C4	NCGC00242597-01	0
CC(=O)OCC1=CC=C2OCOC2=C1	NCGC00257158-01	0
C[C@H]1N=C(N)O[C@H]1C2=CC=CC=C2	NCGC00247671-01	0
NC1=C(C=C(Cl)C=C1)[N+]([O-])=O	NCGC00258361-01	0
ON1N=NC2=C1C=CC=C2	NCGC00256701-01	0
CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C	NCGC00258075-01	0
CN(C(=S)OC1=CC=C2CCCC2=C1)C3=CC(C)=CC=C3	NCGC00182984-01	0
CC(CO)CO	NCGC00257601-01	0
C=CC1CC2CC1C=C2	NCGC00258696-01	0
C[C@H](O)C(=O)NC1=C(I)C(C(=O)NC(CO)CO)=C(I)C(C(=O)NC(CO)CO)=C1I	NCGC00016892-01	1
CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl	NCGC00254801-01	0
[H][C@@]12CC[C@@](C)(O)[C@H](CC[C@@](C)(O)C=C)[C@@]1(C)CCCC2(C)C	NCGC00256908-01	0
CC1C2CC(CC2C3CCCC(O)C3)C1(C)C	NCGC00256284-01	0
CCCCOC(=O)CCCCCCCCC(=O)OCCCC	NCGC00254088-01	0
CCCSSC(CCO)=C(C)N(CC1=C(N)N=C(C)N=C1)C=O	NCGC00167447-01	0
CNC(C)=O	NCGC00254149-01	0
O=C1CCCC2=C1C=CC=C2	NCGC00258000-01	0
CCSC(=O)N(CC)C1CCCCC1	NCGC00254788-01	0
CCCCCCCC#N	NCGC00256895-01	0
COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(N=C1C(C)C)C(C)C	NCGC00164625-02	1
CCC(C)C1CCCCC1=O	NCGC00255616-01	0
[H]\C(C(=O)OC(C)C)=C(\C)OP(=S)(NCC)OC	NCGC00254767-01	0
CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C4=CC=CC=C4)C(O)=O)C=C2)N=C(O1)C5=CC=CC=C5	NCGC00254050-01	0
[H][C@@]12OCC(CSC3=NN=NN3CCO)=C(N1C(=O)[C@@]2(NC(=O)CSC(F)F)OC)C(O)=O	NCGC00182999-01	0
BrCC1=CC=CC(OC2=CC=CC=C2)=C1	NCGC00255322-01	0
CC(C)(C)NC(N)=O	NCGC00255818-01	0
[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)CC[C@]3([H])[C@@]4([H])CCCC=C4CC[C@@]23[H]	NCGC00159497-02	1
CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C	NCGC00015817-05	0
C1CC(CC=C1)C2=CC=CC=C2	NCGC00256873-01	0
CCCCCCC(C=O)=CC1=CC=CC=C1	NCGC00259850-01	0
ClCC1=CC=CC=C1	NCGC00257820-01	0
OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O	NCGC00260284-01	0
O=C(OCC1=CC=CC=C1)C=CC2=CC=CC=C2	NCGC00254607-01	0
NC1=C(Cl)C(=CC(Cl)=C1)C(O)=O	NCGC00254377-01	0
SC1=CC=CC=C1	NCGC00259126-01	0
CCOC(=O)C1=C(C)N(C)C2=CC=C(O)C=C12	NCGC00160670-01	0
CN(C)C1=CC=C(C)C=C1	NCGC00254201-01	0
[H][C@@]1(CC[C@](O)(CC)[C@H](C)O1)[C@]2(C)CC[C@]3(O2)O[C@@]4(O[C@]([H])([C@@H](CC)C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@]5([H])O[C@@]([H])([C@@H](CC)C(O)=O)[C@@H](C)C[C@@H]5C)[C@@H](C)C[C@H]4C)C=C[C@H]3O	NCGC00167550-01	0
NC1=NC(Cl)=CC(Cl)=N1	NCGC00260477-01	0
OCC(O)CN1CCN(CC1)C2=CC=CC=C2	NCGC00018230-03	0
CCCOC(=O)CC	NCGC00255007-01	0
CC1OCCC1=O	NCGC00256784-01	0
CCCCCCCCCCCCCCC(O)=O	NCGC00258749-01	0
OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1	NCGC00256606-01	0
CC(C)=CCOC1=CC=C(\C=C\C(=O)C2=CC=C(OCC=C(C)C)C=C2OCC(O)=O)C=C1	NCGC00159481-02	0
CN(C)CC\C=C1/C2=CC=CC=C2SC3=C1C=C(Cl)C=C3	NCGC00013683-01	0
NC1=CC=C2C=C3C=CC=CC3=CC2=C1	NCGC00259116-01	0
OCCNCC1=CC=CC=C1	NCGC00255096-01	0
CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O	NCGC00254698-01	0
CC(=O)C1=C(C)N=C(C)S1	NCGC00256706-01	0
COC(=O)NCCC[Si](OC)(OC)OC	NCGC00256028-01	0
CC(=C)C(=O)OCCCCCCOC(=O)C(C)=C	NCGC00255742-01	0
OC1=CC=CC(=C1)C2=C3NC(C=C3)=C(C4=NC(C=C4)=C(C5=CC=C(N5)C(=C6CCC2=N6)C7=CC(O)=CC=C7)C8=CC(O)=CC=C8)C9=CC(O)=CC=C9	NCGC00183015-01	0
CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C4=C(C(=O)C(NC(=O)C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C5NC6(CCN(CC(C)C)CC6)N=C45)C(O)=C3C	NCGC00090762-01	0
C(CC1=CC=CC=C1)NC2=NC(=CS2)C3=CC=CC=C3	NCGC00160438-01	1
NC1=CC(Cl)=C(C=C1Cl)C2=CC(Cl)=C(N)C=C2Cl	NCGC00256382-01	0
ClC1=CC=C(CC#N)C(Cl)=C1	NCGC00254924-01	0
[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)C[C@H](O)C3=C)[C@H](C)\C=C\[C@@H](O)C4CC4	NCGC00167465-01	0
C[C@H]1CCC[C@H](O)CCCCCC2=C(C(O)=CC(O)=C2)C(=O)O1	NCGC00037064-02	0
C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F)C(=O)NC2=O	NCGC00093926-03	0
CC(=O)N[C@@H](CS)C(O)=O	NCGC00022304-05	0
CC(O)C(CO)C(C)O	NCGC00255535-01	0
CCN(CC)C=O	NCGC00258473-01	0
CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(O)=CC=C3	NCGC00016311-10	0
CCCSSCCC	NCGC00255274-01	0
CC1=C(C=O)C(C)(C)CCC1	NCGC00256741-01	0
CC(O)=O	NCGC00255303-01	0
CCCCC1=CN=C(C=C1)C(O)=O	NCGC00015441-04	0
NCCCN(CCO)CCO	NCGC00256274-01	0
COC1=CC=CC=C1OCC(O)COC(N)=O	NCGC00016492-01	0
CCC(CC)C(C)CCOC(C)=O	NCGC00254841-01	0
CC1CCC2=CC(F)=CC3=C2N1C=C(C(O)=O)C3=O	NCGC00018211-03	0
CCC1(C)CC(=O)NC1=O	NCGC00016320-01	0
C[C@H]1CNCCC2=CC=C(Cl)C=C12	NCGC00182550-01	0
CON(C(=O)OC)C1=C(COC2=NN(C=C2)C3=CC=C(Cl)C=C3)C=CC=C1	NCGC00255029-01	0
CCCC(C)C(=O)OCC	NCGC00256866-01	0
OC1=C(Br)C=C(Br)C=C1Br	NCGC00091183-02	0
OC1=CC=C(C=C1)C(=O)C2=CC=CC=C2	NCGC00258781-01	0
[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(=O)C3=CC=CC(=C3)S([O-])(=O)=O)[C@@]1(C)C[C@H](O)[C@@]4(F)[C@@]2([H])CCC5=CC(=O)C=C[C@]45C	NCGC00167571-01	1
CCOC1=CC=C(NC(C)=O)C=C1	NCGC00016281-06	0
C[C@]12C3CCC(O3)[C@@]1(C)C(=O)OC2=O	NCGC00016247-01	0
O=C1CCCCCCCCCCCC(=O)OCCO1	NCGC00254874-01	0
OC(=O)CCCCCCCCC=C	NCGC00254296-01	0
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]4([H])C[C@](C)(O)CC[C@]34C	NCGC00165802-02	0
CN1N=CC(C(=O)C2=C(C)C(C3=NOCC3)=C(C=C2)S(C)(=O)=O)=C1O	NCGC00255588-01	0
CN1N=C(C)C(\C=N\OCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC3=CC=CC=C3	NCGC00254802-01	0
C=CC(=O)OCCN1C(=O)N(CCOC(=O)C=C)C(=O)N(CCOC(=O)C=C)C1=O	NCGC00256218-01	0
ClCC(Cl)CCl	NCGC00259572-01	0
NC1=CC=C(N)C2=CC=CC=C12	NCGC00260446-01	0
COCCCCCCCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C	NCGC00255664-01	0
OCC(Br)(CO)[N+]([O-])=O	NCGC00164057-01	0
CCOP(=S)(OCC)SCSCC	NCGC00254280-01	0
CC(O)CN(CC(C)O)CC(C)O	NCGC00259501-01	0
CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC	NCGC00015643-07	0
CC1=C(N)C=C(C=C1)C(N)=O	NCGC00255870-01	0
CCCCCCCCCCCCCCCl	NCGC00258010-01	0
CC(C)N1C(=O)N(CSC1=NC(C)(C)C)C2=CC=CC=C2	NCGC00254988-01	0
S(SC1=NC2=C(S1)C=CC=C2)C3=NC4=C(S3)C=CC=C4	NCGC00091238-02	0
COC1=C(OC)C(=CC(=C1)S(N)(=O)=O)C(=O)NCC2CCCN2CC=C	NCGC00160642-01	0
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O	NCGC00094976-01	0
C(OCC1CCC(COCC2CO2)CC1)C3CO3	NCGC00256014-01	0
CCN1C2=C(C=CC=C2)C3=C1C=CC(=C3)[N+]([O-])=O	NCGC00256185-01	0
[H][C@]12CC(=O)O[C@]1(C)CC[C@@]3([H])C(C)(C)CCC[C@]23C	NCGC00256856-01	0
CCCC(=O)OC(C)(C)CC1=CC=CC=C1	NCGC00254551-01	0
CN1C=CC(=O)C(O)=C1C	NCGC00167425-01	0
COC1=CC=C2C(=C1)C(=O)N(CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C(=O)C2(C)C	NCGC00016819-01	0
CC(=C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O	NCGC00024504-05	0
CC(C)CCOCC(=O)OCC=C	NCGC00257905-01	0
CC1=C2C=CC=CC2=C(C)C3=C4C=CC=CC4=CC=C13	NCGC00254337-01	0
CCO[Si](CCCN)(OCC)OCC	NCGC00257040-01	0
BrC1=CC=C(OC2=C(Br)C=C(Br)C=C2)C(Br)=C1	NCGC00257881-01	0
CCCCCCCC\C=C/CCCCCCCC(N)=O	NCGC00257998-01	0
O=C(OC1=CC=CC=C1)C2=CC=CC=C2C(=O)OC3=CC=CC=C3	NCGC00254839-01	0
[H][C@@]12C[C@@H](OC(C)=O)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C	NCGC00159320-03	1
O=C(CCN1CCC(C1)C2=CC=CC=C2)C3=CC4=C(OCCO4)C=C3	NCGC00160665-01	0
CC1=CC=CC(OC2=CC=CC=C2)=C1	NCGC00258511-01	0
NC1=NC(=CS1)C2=CC=C(C=C2)[N+]([O-])=O	NCGC00258400-01	0
NC1=CC=C(C=C1)C(=O)NCC(O)=O	NCGC00016279-01	0
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O	NCGC00254165-01	0
CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O	NCGC00255566-01	0
CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O	NCGC00015876-07	0
CCOP(=S)(OCC)SCSC1=C(Cl)C=CC(Cl)=C1	NCGC00255984-01	0
CCC(COC(=O)C(C)=C)(COC(=O)C(C)=C)COC(=O)C(C)=C	NCGC00259343-01	0
CCC1(CC2=C(O1)C=CC=C2)C3=NCCN3	NCGC00015410-04	0
CC1=CC(C)=CC=C1	NCGC00257846-01	0
O=C=NC1=CC=C(CC2=CC=C(C=C2)N=C=O)C=C1	NCGC00257822-01	0
CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2	NCGC00094516-01	0
OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1	NCGC00016227-01	0
CN(C)C1=CC=C(C=O)C=C1	NCGC00254615-01	0
SCC1=CC=CC=C1	NCGC00257683-01	0
CC1=CC2=C(C=C1S(N)(=O)=O)S(=O)(=O)CCC2	NCGC00016561-01	0
CC(=NO)C(C)=NO	NCGC00255830-01	0
CCOC1=CC=C(NC(N)=O)C=C1	NCGC00255360-01	0
CCCCOC(=O)\C=C/C(=O)OCCCC	NCGC00258333-01	0
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	NCGC00095661-01	0
NC1=CC=C(C=C1Cl)C2=CC(Cl)=C(N)C=C2	NCGC00259455-01	1
ClC(Cl)=C	NCGC00257911-01	0
ClCC=CCl	NCGC00257789-01	0
O=P1OC2=C(C=CC=C2)C3=C1C=CC=C3	NCGC00255783-01	0
NCCCOCCOCCOCCCN	NCGC00255812-01	0
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2	NCGC00257061-01	0
[H][C@]12N3CCC[C@@]1(CC)C[C@@](O)(N4C5=C(C=CC=C5)C(CC3)=C24)C(=O)OC	NCGC00094824-01	0
[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N3C(=O)[C@](NC(=O)[C@H]4CN(C)[C@]5([H])CC6=C(Br)NC7=CC=CC(=C67)C5=C4)(O[C@@]23O)C(C)C	NCGC00024584-03	0
CCCCCC1=CC=CC(=O)O1	NCGC00256764-01	0
CCCC\C=C/CCCCCCCCCC=O	NCGC00255337-01	0
CC(C)C1(O)CCC(C)=CC1	NCGC00256250-01	0
CC(C)CON=O	NCGC00259960-01	0
CC(=O)CC(=O)NC1=CC=CC=C1	NCGC00258956-01	1
ClC1=CC=CC(Cl)=C1N=C2NCCN2	NCGC00015268-05	0
CCCCCCCCCCCCCCCCCCOP([O-])(=O)OC1CC[N+](C)(C)CC1	NCGC00187909-01	0
CCC(C)(C)C1CCC(=O)CC1	NCGC00256850-01	0
CO[Si](C)(C)OC	NCGC00254937-01	0
ClC1=CC=C(C=C1)C(=O)C2=CC=C(Cl)C=C2	NCGC00255637-01	0
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	NCGC00254315-01	0
COC(=O)C1=C(C=CC=C1)C(O)=O	NCGC00254641-01	0
CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2	NCGC00159453-02	0
OC[C@@H](O)C(O)[C@H](O)CO	NCGC00095537-01	0
CCOC(=O)C(C)=C	NCGC00258364-01	0
CCC(N)(CO)CO	NCGC00258399-01	0
CN(C)CCOC(=O)C1=CC2=C(C=C1)N(CC3=CC=CC=C3)C(C)=C2C	NCGC00160412-01	0
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1	NCGC00016346-01	0
CC1=CC=CC(C)=C1NC(=O)CC23CCCN2CCC3	NCGC00167454-01	1
CC1CC(=O)NN=C1C2=CC=C(NCC(C)(C)NCC(O)COC3=C(C=CC(Cl)=C3)C#N)C=C2	NCGC00249416-01	0
CC1=CC=C2C=CC3=CC=CC4=C3C2=C1C=C4	NCGC00257708-01	0
CCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC	NCGC00090781-02	0
OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O	NCGC00164599-01	0
CCCCCC(CO)CCC	NCGC00254807-01	0
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O	NCGC00092361-05	0
OC(=O)C1=CC=C(C=C1)[N+]([O-])=O	NCGC00258810-01	0
OC(=O)COCC(O)=O	NCGC00254938-01	0
COC1=CC=CC=C1OC(=O)OC2=CC=CC=C2OC	NCGC00164512-01	0
OCCOCCOCCOCCO	NCGC00257035-01	0
CC1=CC(=C(O)C(CC2=C(O)C(=CC(C)=C2)C(C)(C)C)=C1)C(C)(C)C	NCGC00259079-01	0
FC1=C(C=CC=C1)C2=N[C@@H](NC(=O)C3=CC4=CC=CC=C4N3)C(=O)N5CCC6=CC=CC2=C56	NCGC00183006-01	0
CCCCC(CC)COC(=O)C1=C(C=CC=C1)C(=O)OCC(CC)CCCC	NCGC00091499-05	0
ClC1=CC=C(SC2=CC(Cl)=C(Cl)C=C2Cl)C=C1	NCGC00259941-01	0
[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC	NCGC00183105-01	0
ClC1=C(C=O)C=CC=C1	NCGC00257927-01	0
OC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O	NCGC00258674-01	0
COC1=C(CN[C@H]2CCCN[C@H]2C3=CC=CC=C3)C=C(OC(F)(F)F)C=C1	NCGC00254228-01	0
CC(Cl)(Cl)Cl	NCGC00260667-01	0
CCCCC(CC)COC(=O)\C=C/C(=O)OCC(CC)CCCC	NCGC00256962-01	0
CCOC(=O)C1=C(C)NC(C)=C(C1C2=C(\C=C\C(=O)OC(C)(C)C)C=CC=C2)C(=O)OCC	NCGC00164545-01	0
CCC(=O)OC	NCGC00258284-01	0
[O-][N+](=O)C1=CC(Cl)=C(Cl)C(Cl)=C1	NCGC00258258-01	0
ClC1=CC=CC(Cl)=C1N(CC=C)C2=NCCN2	NCGC00162175-01	0
CC1C=C(C)CCC1C=O	NCGC00255904-01	0
CCCCCCCCCCOC1=CC2=C(C=C1OCC)N=CC(C(=O)OCC)=C2O	NCGC00181109-01	0
O=NN1CCOCC1	NCGC00256343-01	0
ClC1C2OC2C3C1C4(Cl)C(Cl)=C(Cl)C3(Cl)C4(Cl)Cl	NCGC00254544-01	0
ONC1=CC=CC=C1	NCGC00260275-01	0
CCC1=CC(OC)=C(O)C=C1	NCGC00256287-01	0
OC(=O)C1=CC=CC(Cl)=C1Cl	NCGC00258741-01	1
CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C3=NC=CC=C3	NCGC00095124-01	0
CCCCCCCCCC(=O)N(C)C	NCGC00257668-01	0
C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC=CC=C3	NCGC00259128-01	0
[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C	NCGC00016292-01	1
CCCCCCCCCCCCCN1CC(C)OC(C)C1	NCGC00254333-01	0
OC(=O)CC1=C(N=C(S1)C2=CC=CC=C2)C3=CC=C(Cl)C=C3	NCGC00160399-01	0
COC1=CC=C(C=C1OC2CCCC2)C3CNC(=O)C3	NCGC00016899-01	0
CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C	NCGC00091761-03	0
CC1=CC=NC=C1	NCGC00256613-01	0
CC(C)OC=O	NCGC00259393-01	0
CN(C)CCCNC(=O)C(C)=C	NCGC00255635-01	0
C1CC=CCCC=C1	NCGC00258568-01	0
COC(=O)OC	NCGC00257358-01	0
OCC1=CC2=C(C(O)=C1)C(=O)C3=C(C=CC=C3O)C2=O	NCGC00255349-01	0
CN(C)CCC1=CNC2=C1C(OP(O)(O)=O)=CC=C2	NCGC00247732-01	0
OC(C1CN2CCC1CC2)(C3=CC=CC=C3)C4=CC=CC=C4	NCGC00160492-01	1
CCCC(=O)OCCC(C)C	NCGC00254545-01	0
CC(C)CC(O)=O	NCGC00259153-01	0
CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1	NCGC00254765-01	0
CC(S)C(=O)NCC(O)=O	NCGC00159422-02	0
CCCCCCCCCCCCCOC(=O)C(C)=C	NCGC00258218-01	1
[H][C@@]12CCCN1C(=O)[C@H](CC3=CC=CC=C3)N4C(=O)[C@](NC(=O)[C@H]5CN(C)[C@]6([H])CC7=CNC8=CC=CC(=C78)[C@@]6([H])C5)(O[C@@]24O)C(C)C	NCGC00163163-01	0
[H][C@@]12CC[C@@]3(C)C=CC(=O)C(C)=C3[C@@]1([H])OC(=O)[C@H]2C	NCGC00016461-01	0
C[C@H]1C[C@@H](O)CC(C)(C)C1	NCGC00256725-01	0
OC(=O)C1=CC=NC=C1	NCGC00258056-01	0
CC(C)NCC(O)C1=CC=C(N)C(=C1)C#N	NCGC00024589-02	0
OCC(O)COC1=CC=C(Cl)C=C1	NCGC00160584-01	0
CCC1CCC(=O)O1	NCGC00254779-01	0
CC(C)COC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1	NCGC00257873-01	0
CC[C@H](C)COC(=O)\C=C\C1=CC=C(C=C1)\N=C\C2=CC=C(OC)C=C2	NCGC00260154-01	0
[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])C[C@H](C)C4=CC(=O)CC[C@]34C	NCGC00094713-01	1
CC(C)(C)C1=CC(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C	NCGC00257323-01	0
CC(=O)CCC1=CC2=C(OCO2)C=C1	NCGC00256806-01	0
CC1=NC2=CC=C(Cl)C=C2S(=O)(=O)N1	NCGC00015380-09	0
ClC1=CC=C(Cl)C=C1	NCGC00253934-01	0
CC1OC(C)OC(C)O1	NCGC00257534-01	0
NNC1=NC(=CS1)C2=CC=CC=C2	NCGC00258451-01	0
ClC1=CC=C(NC(=O)C2CC2)C=C1Cl	NCGC00160647-01	0
CCCCCCCCCCCC(=O)OC	NCGC00259039-01	0
CC(C)OC(=O)C(C)=C	NCGC00260157-01	0
CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)C2=CC=CC(OC3=CC=CC=C3)=C2	NCGC00255698-01	0
CN1C(=O)CC(C1=O)C2=CC=CC=C2	NCGC00016339-01	0
CCOC(=O)C1=CC=C(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)C=C1	NCGC00183836-01	0
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC=C4C[C@@H](O)CC[C@]34C	NCGC00163125-02	0
CC1=C(F)C(F)=C(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)C(F)=C1F	NCGC00254804-01	0
C[C@@H]1[C@@H]2CC3=C(C=C(O)C=C3)[C@@]1(C)CCN2CC4CC4	NCGC00093797-03	0
CC(C)COP(=O)(OCC(C)C)OCC(C)C	NCGC00255412-01	0
CO\N=C(\C1=NOCCO1)C2=C(OC3=C(F)C(OC4=C(Cl)C=CC=C4)=NC=N3)C=CC=C2	NCGC00254728-01	0
OC1=NC(O)=NC(O)=N1	NCGC00259911-01	0
COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O	NCGC00254831-01	0
COC1=CC(Br)=CC=C1	NCGC00256727-01	0
COCC(O)CO	NCGC00260405-01	0
CN1C(=O)CC(C)(C1=O)C2=CC=CC=C2	NCGC00189077-01	0
CC1=CC(=C(C)C=C1O)C2(OS(=O)(=O)C3=C2C=CC=C3)C4=C(C)C=C(O)C(C)=C4	NCGC00256968-01	0
CCOS(C)(=O)=O	NCGC00257560-01	0
CCNC1=NC(NC(C)C)=NC(OC)=N1	NCGC00255627-01	0
CN(C)C(=S)SC(=S)N(C)C	NCGC00159424-02	0
OC1=CC(=CC2=C1C=CC(NC3=CC=CC=C3)=C2)S(O)(=O)=O	NCGC00256121-01	0
CN[C@@]1(CCCCC1=O)C2=CC=CC=C2Cl	NCGC00185910-01	0
CC(C)(C)C(=O)C1=CC=CC=C1	NCGC00257286-01	0
CCCCCCCCCCCCCCCC(=O)OC(C)C	NCGC00260107-01	0
[H][C@]12[C@H](CCC=C1C=C[C@H](C)[C@@H]2CC[C@@H]3C[C@@H](O)CC(=O)O3)OC(=O)[C@@H](C)CC	NCGC00095942-01	0
[H][C@@]12CC[C@H](OP([O-])([O-])=O)[C@@]1(C)CC[C@]3([H])C4=C(CC[C@@]23[H])C=C(OC(=O)N(CCCl)CCCl)C=C4	NCGC00185756-01	1
