SMILE	ID	Function
OC1N=C(C2=CC=CC=C2)C3=CC(Cl)=CC=C3NC1=O	NCGC00258254-01	1
NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F	NCGC00254089-01	1
CC(=O)CC(=O)NC1=CC=CC=C1	NCGC00258956-01	1
O=C1CC2CC1C3CCCC23	NCGC00256747-01	1
[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)C=C[C@]34C	NCGC00259113-01	1
CC[N+]1=CC=CC=C1	NCGC00260245-01	1
BrCC(Br)C1CCC(Br)C(Br)C1	NCGC00258523-01	1
O=CC1=CC=CO1	NCGC00253954-01	1
N[C@@H](COC(=O)C=[N+]=[N-])C(O)=O	NCGC00256571-01	1
OC(=O)C=CC1=CC(O)=C(O)C=C1	NCGC00258202-01	1
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]3([H])C4=C(CC[C@@]23[H])C=C(O)C=C4	NCGC00258926-01	1
CCCCCCCCCCCCCOC(=O)C(C)=C	NCGC00258218-01	1
CCCCOC(=O)C=C	NCGC00258938-01	1
CC(=C)C1CCC(C)=CC1	NCGC00257291-01	1
CCCCCCC	NCGC00258765-01	1
FC(Cl)(Cl)Cl	NCGC00258742-01	1
OC(=O)C1=CC=CC(Cl)=C1Cl	NCGC00258741-01	1
CC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O	NCGC00255621-01	1
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N	NCGC00256386-01	1
C1=CC2=C(C=C1)C=C3C(C=CC4=C3C=CC=C4)=C2	NCGC00254419-01	1
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C	NCGC00254238-01	1
[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C	NCGC00258918-01	1
[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)C=C[C@]34C	NCGC00259222-01	1
CCCCCCOC(=O)C(C)C	NCGC00256624-01	1
CCCCC(CC)COC(=O)C1=C(Br)C(Br)=C(Br)C(Br)=C1C(=O)OCC(CC)CCCC	NCGC00255235-01	1
[H][C@@]12CCC[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]4([H])C[C@@H](O)CC[C@]34C	NCGC00181780-01	1
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C	NCGC00258243-01	1
OC1N=C(C2=CC=CC=C2)C3=CC(Cl)=CC=C3NC1=O	NCGC00257352-01	1
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=C(O)C(=O)CC[C@]34C	NCGC00255321-01	1
[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C	NCGC00255108-01	1
[H][C@@]12C=C[C@H](O)[C@@H]3OC4=C(OC)C=CC5=C4[C@]13CCN(C)[C@@H]2C5	NCGC00257636-01	1
BrC1=C(Br)C(Br)=C(Br)C(Br)=C1Br	NCGC00260548-01	1
CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN3C=NC=N3	NCGC00168342-02	1
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC=C4C[C@H](CC[C@]34C)OS([O-])(=O)=O	NCGC00093811-01	1
CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC([O-])=O	NCGC00167577-01	1
